time,node_id,initial_energy,remaining_energy,data_mode,data_rate_mbps,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed_m_s,yaw_deg,pitch_deg
9,6,122.206,114.844,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
9,7,145.576,138.216,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
9,8,139.507,132.142,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
9,9,112.902,105.54,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
9,10,130.095,122.732,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
9.5,0,1e+06,999992,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
9.5,1,132.764,124.99,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,0,0,0,0,0,0
9.5,2,101.688,93.9163,DsssRate2Mbps,2,909.417,698.084,156.777,0,0,0,0,0,0
9.5,3,114.45,106.681,DsssRate11Mbps,11,548.935,621.091,86.9131,0,0,0,0,0,0
9.5,4,103.067,95.2919,DsssRate2Mbps,2,548.058,895.889,57.7833,0,0,0,0,0,0
9.5,5,112.874,105.104,DsssRate11Mbps,11,853.902,510.163,93.1342,0,0,0,0,0,0
9.5,6,122.206,114.435,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,0,0,0,0,0,0
9.5,7,145.576,137.808,DsssRate1Mbps,1,460.268,135.665,86.4674,0,0,0,0,0,0
9.5,8,139.507,131.733,DsssRate2Mbps,2,118.554,207.518,43.3421,0,0,0,0,0,0
9.5,9,112.902,105.131,DsssRate2Mbps,2,266.532,145.315,163.508,0,0,0,0,0,0
9.5,10,130.095,122.323,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,0,0,0,0,0,0
10,0,1e+06,999992,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
10,1,132.764,124.581,DsssRate5_5Mbps,5.5,956.444,702.607,138.484,-2.83275,-8.66422,-2.33987,9.41107,-108.105,-14.3965
10,2,101.688,93.5072,DsssRate2Mbps,2,909.417,698.084,156.777,-9.70606,-1.33345,0.352238,9.80356,-172.178,2.05905
10,3,114.45,106.272,DsssRate11Mbps,11,548.935,621.091,86.9131,6.51967,-5.47201,-1.45269,8.63477,-40.007,-9.68532
10,4,103.067,94.8827,DsssRate2Mbps,2,548.058,895.889,57.7833,4.66848,-8.23078,0.190826,9.4645,-60.4382,1.15529
